epoch,loss,mean_accuracy,mean_iou,step,val_loss,val_mean_accuracy,val_mean_iou
0,,,,25,0.2082301825284958,1.0,1.0
1,0.0468175932765007,1.0,1.0,49,,,
1,,,,51,0.032391153275966644,1.0,1.0
2,,,,77,0.01332035567611456,1.0,1.0
3,0.009203629568219185,1.0,1.0,99,,,
3,,,,103,0.008221815340220928,1.0,1.0
4,,,,129,0.005811949260532856,1.0,1.0
5,0.005180003587156534,1.0,1.0,149,,,
