epoch,loss,mean_accuracy,mean_iou,step,val_loss,val_mean_accuracy,val_mean_iou
0,,,,12,0.445207417011261,0.9998875260353088,0.4999437630176544
1,,,,25,0.20974043011665344,1.0,1.0
2,,,,38,0.09132988005876541,1.0,1.0
3,0.05760912969708443,1.0,1.0,49,,,
3,,,,51,0.048074133694171906,1.0,1.0
