epoch,loss,mean_accuracy,mean_iou,step,val_loss,val_mean_accuracy,val_mean_iou
0,0.04759626463055611,1.0,1.0,49,,,
0,,,,50,0.028146890923380852,1.0,1.0
1,0.010288833640515804,1.0,1.0,99,,,
1,,,,101,0.008212539367377758,1.0,1.0
